ID,URL,Status,Description_short,Description,Cost_estimate,Type,Manager
0011623,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011623,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.090 miles of plant mix leveling & resurfacing on Douglas Drive from Second Street to End of Pavement in the City of Baxley.,19245.2,Maintenance,Brent A. Moseley
0011624,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011624,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.278 miles of plant mix leveling & resurfacing on First Street from Tollison Street to Central Ave in the City of Baxley.,49000.0,Maintenance,Brent A. Moseley
0011625,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011625,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.143 miles of plant mix leveling & resurfacing on South Harvey Street from Beach Street to Thomas Street in the City of Baxley.,17652.5,Maintenance,Brent A. Moseley
0011626,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011626,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.062 miles of plant mix leveling & resurfacing on Jerome Street from Thompson Road to End of Pavement in the City of Baxley.,11282.6,Maintenance,Brent A. Moseley
0011627,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011627,COMPLETED-CONSTRUCTION,Various Cnty RDs - Resurfacing,This TIA Project consists of 0.244 miles of plant mix leveling & resurfacing on Jr High Drive from Allen Street to Sursson Street in the City of Baxley.,37288.2,Maintenance,Brent A. Moseley
0011630,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011630,UNDER-CONSTRUCTION,Norwood Street In Surrency - TIA,,31489.5,Maintenance,Brent A. Moseley
0011633,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011633,COMPLETED-CONSTRUCTION,Roy Bryant Road In Bleckley County - TIA,,233692.0,Maintenance,Kelvin H Mullins
0011635,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011635,COMPLETED-CONSTRUCTION,Browning Drive In Bleckley County - TIA,,52781.7,Maintenance,Brent A. Moseley
0011636,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011636,COMPLETED-CONSTRUCTION,Bates Road In Bleckley County - TIA,,210830.43,Maintenance,Brent A. Moseley
0011637,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011637,COMPLETED-CONSTRUCTION,Crest Drive In Bleckley County - TIA,,166507.64,Maintenance,Brent A. Moseley
0011639,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011639,COMPLETED-CONSTRUCTION,SR 13 - Safety Enhancements,This project proposes to provide a bicycle and pedestrian accommodations on SR 13/Buford Hwy from McGinnis Ferry Road to George Pierce Park in Gwinnett County.,18789454.18,Enhancement,Heidi Schneider
0011640,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011640,COMPLETED-CONSTRUCTION,LCI - Hardin/O'Kelly St Fm,"Project PI No. 0011640 proposes upgrading Hardin Street/O¿Kelly Street in Conyers, Georgia to include provisions for continuous bicycle and pedestrian facilities and to improve the operations of the corridor. The project also proposes streetscape improvements in the form of planting strips; and a roundabout at an existing four-way stop. The proposed length is approximately 1 mile, beginning at the intersection of Hardin Street and Dogwood Drive and ending at the intersection of O¿Kelly Street and Green Street.",5215928.7,Enhancement,Robert Reid
0011641,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011641,COMPLETED-CONSTRUCTION,Ca - SR 11 From CS 654/Marable St To .08 MI N Of CS 730/Mayfie,"The project is located completely within the City of Monroe. The project will construct new or expanded sidewalks and new bicycle facilities along both sides of the North Broad Street (SR 11) from Marable Street to US 78. The pavement will be re-striped to allow for bicycle lanes and wider sidewalks. In addition, these improvements would install raised curbs, defined pedestrian crossings at intersections, a mid-block pedestrian crossing between Tyler Street and GW Carver Drive, shared lane and dedicated bicycle lane markings, street trees and landscaping, pedestrian scale lighting and other street furnishings, ADA-accessible curb ramps and storm sewer upgrades. The project has a total project length of 0.59 miles.",2303684.42,Enhancement,Lauren Bolstad
0011660,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011660,COMPLETED-CONSTRUCTION,Various Locations - Bridge Rehab,"This Project will improve safety along the Gordon Highway/US 78 corridor between U.S. 25 and Walton Way with the removal of existing double-faced median guardrail and the installation of concrete median barrier. Additionally, decorative lighting will be installed along the corridor to improve visibility and aesthetic. The project will also include resurfacing of the roadway.",14164772.0,Reconstruction/Rehabilitation,Eric Ryan Wilkinson
0011676,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011676,COMPLETED-CONSTRUCTION,US 129/SR 11 - Bridge Replacement,"This bridge ( SR 11 over House Creek) was built in 1954. The bridge consists of eleven spans of steel beams on concrete caps and steel H-piles. The overall condition of this bridge would be classified as poor to fair. Due to the poor condition of the bridge deck ,the structural integrity of the substructure and being a scour critical bridge, replacement of this bridge is recommended. The project will replace the substandard bridge on SR 11 over House Creek using a new parallel alignment. The new alignment would be to the west of the existing alignment to avoid a DNR hatchery and Christian school. The project length is approximately 0.85 mile long and located about 9.5 miles north on Fitzgerald in Ben Hill County near the Wilcox County line.",5424267.74,Replacement,Derrick Cameron
0011677,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011677,COMPLETED-CONSTRUCTION,SR 11 - Recon & Widening,This project proposed to replace a three barrel reinforced concrete box culvert that is 50 feet long due to the poor condition of the culvert and roadway settlement taking place.,1794080.33,Replacement,Bridget Deloris Thomas
0011678,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011678,COMPLETED-CONSTRUCTION,SR 32 - Bridge Recon,"The proposed project will replace the existing S.R. 32 bridge over 17 Mile River, which currently has a sub-standard sufficiency rating of 30.10. The length of the proposed bridge replacement and associated roadway improvements is approximately 2600-feet. The project begins approximately 3 miles east of the Douglas, GA city limits, continues east along S.R. 32 to the Holiness Baptist Campground driveway entrance, and ends approximately 1350-feet east of 17 Mile River.",7298041.58,Replacement,Yezenia Ortiz
0011679,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011679,COMPLETED-CONSTRUCTION,SR 32 - Bridge Recon,"The proposed project will replace the existing S.R. 32 bridge over Otter Creek, which currently has a sub-standard sufficiency rating of 34.80. The length of the proposed bridge replacement and associated roadway improvements is approximately 2800-feet. The project is located approximately 5 miles east of Douglas, GA., along S.R. 32 at the crossing of Otter Creek.",5316973.4399999995,Replacement,Yezenia Ortiz
0011680,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011680,COMPLETED-CONSTRUCTION,SR 32 - Bridge Construction,"The proposed project will replace the existing S.R. 32 bridge over Bear Creek, which currently has a sub-standard sufficiency rating of 51.30. The length of the proposed bridge replacement and associated roadway improvements is approximately 2600 ft. The project is located approximately 1.2 miles west of Nicholls, GA., along S.R. 32 at the crossing of Bear Creek, approximately 500 feet west of the SR 32 and Nicholls Road intersection.",6346860.97,Replacement,Scott Mann
0011683,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011683,COMPLETED-CONSTRUCTION,SR 253 - Bridge Replacement,The project includes a 2 lane bridge replacement for SR 253 over Spring Creek in Decatur County. The total project length is approximately 0.4 miles.,12326291.26,Replacement,Derrick Cameron
0011684,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011684,COMPLETED-CONSTRUCTION,SR 42 - Bridge Repl,"This bridge (Structure ID 121-0051-0; SR 42 Spur over Norfolk-Southern RR) was built in 1924. The bridge consists of four spans of reinforced concrete deck girders on concrete columns and concrete caps. The design vehicle used for this bridge is below the current standards. The overall condition of this bridge would be classified as poor to fair. The deck is in fair condition due to concrete cracking, spalling and the presents of efflorescence throughout. The superstructure is in poor condition with advanced concrete spalls, delamination and section loss in the reinforcing steel. One sidewalk and approximately eight feet of roadway are closed to traffic due to the section loss and spalls. The substructure is in fair condition with concrete cracking and spalls. Due to structural integrity of all components of this bridge, replacement is recommended.",11119037.8,Replacement,Gretel Sims
0011685,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011685,COMPLETED-CONSTRUCTION,SR 247 - Bridge Replacement,"The proposed project will replace a structurally deficient bridge on SR 247 over Big Indian Creek 9 miles southeast of Perry, GA. The new bridge will accommodate two lanes of travel and will replace the existing two lane substandard bridge. The bridge is located in Houston County. The project length is 0.66 miles.",8575406.43,Replacement,Ricardo A. Maxwell
0011686,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011686,COMPLETED-CONSTRUCTION,SR 61 - Bridge Repl,This bridge (Structure ID 213-0021-0; SR 61 over CR 182 and CSX Railroad) was built in 1962. The overall condition of this bridge would be classified as poor to good. The deck is in poor condition due to advanced concrete cracking and spalling. The superstructure is in good condition with some minor problems. The substructure is in poor condition due to concrete cracking and spalling. Due to the poor condition of the bridge deck and the substructure replacement of this bridge is recommended.,7283490.09,Replacement,Ashley Folmar
0011688,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011688,COMPLETED-CONSTRUCTION,SR 158 - Bridge Repl,"The proposed project would construct a replacement bridges for the existing structurally deficient bridges (Sufficiency Rating = 49.18, 71.52, 71.52) over the Satilla River, Satilla Overflow, and Fullwood Creek. The preferred alternative propose to detour traffic during construction and replace bridges in existing location. The existing bridges will be maintained while the proposed bridges are constructed. The project typical consists of two (2) ¿ 12 foot lanes with a 10 foot shoulder. The approximate project length is 2 miles and is located in Ware County with a design speed of 55mph.",12203920.41,Replacement,Derrick Cameron
0011690,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011690,COMPLETED-CONSTRUCTION,Elliott RD (CR 131) - Bridge Replacement,This project includes the replacement of the existing 2-lane bridge on CR 131 / Elliot Rd at Walnut Creek approximately 0.5 miles north of McDonough. The bridge will be replaced in its current location with an in-kind structure and no additional lanes are proposed.,5241728.57,Replacement,Derrick Cameron
0011691,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011691,COMPLETED-CONSTRUCTION,Blackhall RD (CR 661) - Bridge Replacement,This project includes the replacement of the existing 2-lane bridge on CR 661/Blackhall Road at Rum Creek approximately 3 miles southwest of the city of Stockbridge. The bridge will be replaced in its current location with an in-kind structure and no additional lanes are proposed.,6777305.02,Replacement,Derrick Cameron
0011723,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011723,COMPLETED-CONSTRUCTION,Mlk Jr Dr (CR 245/CS 790) - CSXt Paving,CS 805/CS 807/MLK JR DRIVE @ CSX #643305Y - install warning devices. CS 728/LEE ST @ RR #636941E - will be closed. CS 778/RR ST @ RR - will be closed. CS 784/CS 812/CS 833/GREEN ST @ RR #636943T - will be closed,1324983.4300000002,Safety,Mike Nash
0011727,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011727,COMPLETED-CONSTRUCTION,Various Locations - Rr Safety Improv,"Installation of railroad warning devices/preempted roadway traffic signals along Roosevelt Ave. and Norfolk Southern Corporation (Central of Georgia Railroad Company) @ the following roadway intersections: CS 801 (N. Davis St./Crossing ID #734092T), CS 795 (N. Madison St./ Crossing ID #734091L), CS 796 (N. Monroe St./Crossing ID #734090E), CS 797 (N. Jackson St./Crossing ID #734088D), and CS 835 (N. Washington St./ Crossing ID #734087W) in Albany, Dougherty County, Georgia.",3839068.22,Safety,Jason W. Mobley
0011730,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011730,UNDER-CONSTRUCTION,US 84/SR 38 - Inter Improv,SR 38 is a proposed four lane facility with a raised median and contains a near 90 degree curve with curb and gutter. It is proposed to install a traffic signal. Realignment is proposed for CR 73/Old Sunbury Road and Old Hines Road. SR 38 is proposed to have a right lane for continuous traffic with a left lane and auxiliary left lane to stop at the traffic signal.,7755431.75,Safety,Sonja Thompson
0011733,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011733,COMPLETED-CONSTRUCTION,Te - Sandy Run Creek Trail - Phase I,"The proposed work will provide sidewalk along Milledgeville Rd (SR 10/US 278) beginning near Blanchard Ave and ending at a proposed access drive to a proposed trailhead paved parking area. The proposed improvements on Milledgeville Rd will include a new 5 ft wide concrete sidewalk with a decorative chain link fence adjacent to a steep drop off for pedestrian safety. The length of proposed sidewalk is 150 LF. The proposed multi-use trail is named Sandy Run Creek Trail and the proposed trail improvements include constructing a 10 foot wide multi-use trail of project length 2,832 LF. Beginning at the new 5 ft wide concrete sidewalk along Milledgeville Rd (SR 10/US 278), the trail will be composed of inch thick graded aggregate base course, bituminous tack coat, and inches of 9.5 mm asphalt concrete.",365000.0,Enhancement,Mark Lawing
0011737,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0011737,COMPLETED-CONSTRUCTION,SR 5 Conn @ CR 167/Roberts Court/CR 4512/George Busbee Pkwy,Intersection improvements of SR 5/Barrett Parkway Connector and George Busbee Parkway. The project plans to reduce the median islands on both George Busbee Parkway and Roberts Court in order to create dual left turn lanes and eliminate inefficient traffic signal split phase operations.,957081.25,Reconstruction/Rehabilitation,Oluchukwu Eziogonnaya Anyaebosi
